timestamp,percentageNow,timeFuture,percentageFuture
2025-12-30T07:43:06.564Z,44.82475583079956%,2025-12-30T09:33:06.564Z,42.64356662306278%
2025-12-30T07:46:45.259Z,44.83711383642293%,2025-12-30T09:36:45.259Z,42.66877938617329%
2025-12-30T07:56:45.261Z,44.68350060325584%,2025-12-30T09:46:45.261Z,42.97157036658353%
2025-12-30T07:58:08.829Z,44.64951608778962%,2025-12-30T09:48:08.829Z,42.902235268029735%
2025-12-30T08:06:45.378Z,45.270545375032384%,2025-12-30T09:56:45.378Z,43.1171008785197%
2025-12-30T08:16:45.379Z,45.21220925610457%,2025-12-30T10:06:45.379Z,41.39625279102358%
2025-12-30T08:26:45.384Z,44.195399890938106%,2025-12-30T10:16:45.384Z,40.78535383331024%
2025-12-30T08:36:45.388Z,45.470141526053965%,2025-12-30T10:26:45.388Z,41.49761230209103%
2025-12-30T08:46:45.391Z,45.864479407853445%,2025-12-30T10:36:45.391Z,41.14537148827068%
2025-12-30T08:56:45.392Z,45.44228474414178%,2025-12-30T10:46:45.392Z,40.365128361115914%
2025-12-30T09:06:45.394Z,45.04550423311427%,2025-12-30T10:56:45.394Z,40.06696972854803%
2025-12-30T09:16:45.398Z,42.047417762048966%,2025-12-30T11:06:45.398Z,39.66079018126285%
2025-12-30T09:26:45.401Z,41.60567397089202%,2025-12-30T11:16:45.401Z,38.46115218042364%
2025-12-30T09:36:45.404Z,41.21878342992266%,2025-12-30T11:26:45.404Z,37.51912723745211%
2025-12-30T09:46:45.407Z,39.52809814700022%,2025-12-30T11:36:45.407Z,36.9399229507408%
2025-12-30T09:56:45.411Z,36.93612472575783%,2025-12-30T11:46:45.411Z,34.91571225238029%
2025-12-30T10:03:25.997Z,45.475276867210525%,2025-12-30T11:53:25.997Z,45.66967757634309%
2025-12-30T10:03:26.072Z,45.475276867210525%,2025-12-30T11:53:26.072Z,45.66967757634309%
2025-12-30T10:06:45.415Z,45.48253999390846%,2025-12-30T11:56:45.415Z,45.683003643988016%
2025-12-30T10:16:45.417Z,40.53012463617777%,2025-12-30T12:06:45.417Z,45.314724117593514%
2025-12-30T10:26:45.422Z,39.1166039907712%,2025-12-30T12:16:45.422Z,44.00796842364228%
2025-12-30T10:36:45.424Z,39.195851548513296%,2025-12-30T12:26:45.424Z,44.09099274568728%
2025-12-30T10:46:33.319Z,39.576853821061846%,2025-12-30T12:36:33.319Z,45.097914749132805%
2025-12-30T10:46:45.430Z,39.576853821061846%,2025-12-30T12:36:45.430Z,45.097914749132805%
2025-12-30T10:56:45.506Z,39.498002094448466%,2025-12-30T12:46:45.506Z,44.70545067934886%
2025-12-30T11:04:36.375Z,39.816173575228554%,2025-12-30T12:54:36.375Z,44.71129850664203%
2025-12-30T11:06:45.483Z,39.80348950533523%,2025-12-30T12:56:45.483Z,44.693524453074964%
2025-12-30T11:16:45.485Z,39.700681018237%,2025-12-30T13:06:45.485Z,44.73965916906623%
2025-12-30T11:19:38.101Z,39.807855837977186%,2025-12-30T13:09:38.101Z,44.88745559338654%
2025-12-30T11:26:45.489Z,40.199774735101975%,2025-12-30T13:16:45.489Z,45.029390779723386%
2025-12-30T11:36:45.493Z,40.63217970503541%,2025-12-30T13:26:45.493Z,45.39933312448735%
2025-12-30T11:46:45.497Z,41.91239300629538%,2025-12-30T13:36:45.497Z,46.61941408382861%
2025-12-30T11:56:45.500Z,42.08458397139156%,2025-12-30T13:46:45.500Z,46.70838915498607%
2025-12-30T12:06:45.502Z,42.646911531899825%,2025-12-30T13:56:45.502Z,47.30305871636331%
2025-12-30T12:16:45.504Z,40.837670831263516%,2025-12-30T14:06:45.504Z,47.90362690310015%
2025-12-30T12:26:45.507Z,39.98305797671374%,2025-12-30T14:16:45.507Z,47.02803316457301%
2025-12-30T12:36:45.511Z,40.74405961076412%,2025-12-30T14:26:45.511Z,47.73301886654182%
2025-12-30T12:46:45.513Z,40.733270339320036%,2025-12-30T14:36:45.513Z,47.49985179020222%
2025-12-30T12:53:52.750Z,39.818526969567564%,2025-12-30T14:43:52.750Z,46.498861327595414%
2025-12-30T12:56:45.515Z,39.66848407700767%,2025-12-30T14:46:45.515Z,46.30001100159616%
2025-12-30T13:06:45.518Z,40.764829130557786%,2025-12-30T14:56:45.518Z,47.48987160561476%
2025-12-30T13:09:54.816Z,39.663540086108696%,2025-12-30T14:59:54.816Z,46.09799111181348%
2025-12-30T13:09:54.906Z,39.663540086108696%,2025-12-30T14:59:54.906Z,46.09799111181348%
2025-12-30T13:16:45.520Z,37.16725281274163%,2025-12-30T15:06:45.520Z,44.08903085904782%
2025-12-30T13:24:56.328Z,37.00461594474106%,2025-12-30T15:14:56.328Z,43.889692593630734%
2025-12-30T13:26:45.524Z,36.96577706111398%,2025-12-30T15:16:45.524Z,43.832675901612426%
2025-12-30T13:36:45.527Z,36.81260504571099%,2025-12-30T15:26:45.527Z,43.75071282643441%
2025-12-30T13:39:58.347Z,36.926760024663814%,2025-12-30T15:29:58.347Z,43.911495672395574%
2025-12-30T13:46:45.529Z,37.391283395776334%,2025-12-30T15:36:45.529Z,44.287701712398544%
2025-12-30T13:55:00.453Z,36.77311646481257%,2025-12-30T15:45:00.453Z,43.281559513363604%
2025-12-30T13:56:45.531Z,36.802245627539044%,2025-12-30T15:46:45.531Z,43.32432203237721%
2025-12-30T14:06:45.533Z,35.82547413172319%,2025-12-30T15:56:45.533Z,42.05002412236125%
2025-12-30T14:10:02.270Z,35.881391731180656%,2025-12-30T16:00:02.270Z,42.89342746853668%
2025-12-30T14:16:45.537Z,37.524376618052976%,2025-12-30T16:06:45.537Z,42.34221600181514%
2025-12-30T14:25:04.193Z,37.237772106881295%,2025-12-30T16:15:04.193Z,42.074420178209415%
2025-12-30T14:26:45.540Z,37.27874595351105%,2025-12-30T16:16:45.540Z,42.143672631339605%
2025-12-30T14:36:45.542Z,36.93507752719016%,2025-12-30T16:26:45.542Z,41.56795557325484%
2025-12-30T14:41:05.808Z,36.99552315990067%,2025-12-30T16:31:05.808Z,41.62079834260772%
2025-12-30T14:46:45.545Z,36.98815908764701%,2025-12-30T16:36:45.545Z,41.59838108863842%
2025-12-30T14:56:06.864Z,35.002961982170014%,2025-12-30T16:46:06.864Z,39.5307108643031%
2025-12-30T14:56:45.546Z,35.002961982170014%,2025-12-30T16:46:45.546Z,39.5307108643031%
2025-12-30T15:06:45.547Z,34.47240494336357%,2025-12-30T16:56:45.547Z,39.35868633802972%
2025-12-30T15:11:08.428Z,34.617615857284%,2025-12-30T17:01:08.428Z,39.0822776338152%
2025-12-30T15:16:45.551Z,34.99424401023352%,2025-12-30T17:06:45.551Z,36.35204779684623%
2025-12-30T15:26:10.408Z,34.87750024958882%,2025-12-30T17:16:10.408Z,36.0590585264342%
2025-12-30T15:26:45.554Z,34.87750024958882%,2025-12-30T17:16:45.554Z,36.0590585264342%
2025-12-30T15:36:45.556Z,34.823779482844%,2025-12-30T17:26:45.556Z,36.498484717567464%
2025-12-30T15:41:12.704Z,34.52950111581919%,2025-12-30T17:31:12.704Z,36.239572142279705%
2025-12-30T15:46:45.559Z,34.50956514420469%,2025-12-30T17:36:45.559Z,36.20331714366542%
2025-12-30T15:56:14.824Z,34.261241917419675%,2025-12-30T17:46:14.824Z,36.426338617292565%
2025-12-30T15:56:45.563Z,34.261241917419675%,2025-12-30T17:46:45.563Z,36.426338617292565%
2025-12-30T16:06:45.566Z,34.44702869553015%,2025-12-30T17:56:45.566Z,36.78335131823946%
2025-12-30T16:12:17.182Z,34.960247245549034%,2025-12-30T18:02:17.182Z,35.52093657543974%
2025-12-30T16:16:45.569Z,34.95408026813196%,2025-12-30T18:06:45.569Z,35.50899526285056%
2025-12-30T16:26:45.571Z,36.10545538955123%,2025-12-30T18:16:45.571Z,36.22699298463075%
2025-12-30T16:27:19.138Z,36.173058933564825%,2025-12-30T18:17:19.138Z,36.35461560609203%
2025-12-30T16:36:45.574Z,35.838684071002184%,2025-12-30T18:26:45.574Z,35.55257296617314%
2025-12-30T16:42:21.439Z,36.33324349802975%,2025-12-30T18:32:21.439Z,36.717487953984865%
2025-12-30T16:46:45.577Z,36.3801125263904%,2025-12-30T18:36:45.577Z,36.80824192966129%
2025-12-30T16:56:45.579Z,36.09657993430078%,2025-12-30T18:46:45.579Z,36.41620909435933%
2025-12-30T16:57:23.816Z,36.09657993430078%,2025-12-30T18:47:23.816Z,36.41620909435933%
2025-12-30T17:06:45.581Z,36.44051368272028%,2025-12-30T18:56:45.581Z,36.877293798896716%
2025-12-30T17:12:26.108Z,34.90680674100155%,2025-12-30T19:02:26.108Z,36.01869874833906%
2025-12-30T17:16:45.585Z,34.92120327735771%,2025-12-30T19:06:45.585Z,36.04364462744839%
2025-12-30T17:26:45.587Z,34.67614240231528%,2025-12-30T19:16:45.587Z,35.88534665807253%
2025-12-30T17:27:28.462Z,34.67156168620158%,2025-12-30T19:17:28.462Z,35.87740933290115%
2025-12-30T17:36:45.588Z,33.87990295406193%,2025-12-30T19:26:45.588Z,35.02014195331928%
2025-12-30T17:46:45.686Z,34.57715830600416%,2025-12-30T19:36:45.686Z,35.434717329820145%
2025-12-30T17:56:45.594Z,34.70730102887211%,2025-12-30T19:46:45.594Z,35.138976067240115%
2025-12-30T18:06:45.596Z,34.414828199324596%,2025-12-30T19:56:45.596Z,34.642435771276446%
2025-12-30T18:16:45.599Z,32.23567620840639%,2025-12-30T20:06:45.599Z,33.616446202224004%
2025-12-30T18:26:45.601Z,32.04235392967373%,2025-12-30T20:16:45.601Z,33.54819872624353%
2025-12-30T18:36:45.604Z,31.957965161024006%,2025-12-30T20:26:45.604Z,32.97114199112712%
2025-12-30T18:46:45.606Z,32.27036730867205%,2025-12-30T20:36:45.606Z,33.09901364927597%
2025-12-30T18:56:45.607Z,31.535462366112544%,2025-12-30T20:46:45.607Z,31.63791026378166%
2025-12-30T19:06:45.611Z,30.629792555340675%,2025-12-30T20:56:45.611Z,30.583492640562888%
2025-12-30T19:12:46.618Z,30.81393414520564%,2025-12-30T21:02:46.618Z,30.635890342445173%
2025-12-30T19:16:45.614Z,30.826323401079435%,2025-12-30T21:06:45.614Z,30.65797093171098%
2025-12-30T19:26:45.724Z,30.417658610666958%,2025-12-30T21:16:45.724Z,29.911342765273695%
2025-12-30T19:36:45.618Z,30.988207508072364%,2025-12-30T21:26:45.618Z,31.29709442046778%
2025-12-30T19:46:45.728Z,30.29902859574614%,2025-12-30T21:36:45.728Z,30.405301895284754%
2025-12-30T19:56:45.648Z,30.099579708601254%,2025-12-30T21:46:45.648Z,30.949484093520564%
2025-12-30T20:06:45.645Z,30.026252576703648%,2025-12-30T21:56:45.645Z,31.601647497858902%
2025-12-30T20:12:58.603Z,27.115902765920907%,2025-12-30T22:02:58.603Z,26.905376320897478%
2025-12-30T20:16:43.527Z,27.128815000603286%,2025-12-30T22:06:43.527Z,26.903839928106194%
2025-12-30T20:26:43.529Z,26.838945828350706%,2025-12-30T22:16:43.529Z,26.561794504220693%
2025-12-30T20:36:43.532Z,27.408358504958798%,2025-12-30T22:26:43.532Z,27.691714185626772%
2025-12-30T20:46:43.535Z,27.290989882024107%,2025-12-30T22:36:43.535Z,26.98190839971425%
2025-12-30T20:56:05.382Z,27.5493028816005%,2025-12-30T22:46:05.382Z,27.40873752830891%
2025-12-30T20:56:43.536Z,27.5493028816005%,2025-12-30T22:46:43.536Z,27.40873752830891%
2025-12-30T21:06:43.539Z,27.05653296891778%,2025-12-30T22:56:43.539Z,26.421745718801436%
2025-12-30T21:16:43.543Z,25.83188947242401%,2025-12-30T23:06:43.543Z,26.22153904554363%
2025-12-30T21:26:43.545Z,25.761284220952408%,2025-12-30T23:16:43.545Z,25.96133713890636%
2025-12-30T21:36:43.549Z,25.90459614386942%,2025-12-30T23:26:43.549Z,25.93280765956924%
2025-12-30T21:46:43.551Z,26.16292843568458%,2025-12-30T23:36:43.551Z,25.8582146506209%
2025-12-30T21:56:43.554Z,25.30936038016286%,2025-12-30T23:46:43.554Z,24.52815875629918%
2025-12-30T21:58:14.902Z,25.383786206879844%,2025-12-30T23:48:14.902Z,24.677905580477823%
2025-12-30T22:06:43.579Z,24.909131647817595%,2025-12-30T23:56:43.579Z,23.82687910911936%
2025-12-30T22:16:43.559Z,22.50460885993034%,2025-12-31T00:06:43.559Z,23.110664035570434%
2025-12-30T22:26:43.563Z,21.30476441115083%,2025-12-31T00:16:43.563Z,22.6392104567942%
2025-12-30T22:36:43.566Z,21.654905275410044%,2025-12-31T00:26:43.566Z,23.642965830052304%
2025-12-30T22:46:43.568Z,21.466951005664214%,2025-12-31T00:36:43.568Z,23.923407359415435%
2025-12-30T22:56:43.572Z,21.451071809367132%,2025-12-31T00:46:43.572Z,24.371149013264702%
2025-12-30T23:06:43.575Z,21.700682667484216%,2025-12-31T00:56:43.575Z,25.247083185649227%
2025-12-30T23:16:43.578Z,21.09905026497137%,2025-12-31T01:06:43.578Z,24.55449244697713%
2025-12-30T23:26:43.580Z,21.48504684362756%,2025-12-31T01:16:43.580Z,25.079785519301044%
2025-12-30T23:36:43.582Z,22.7858112369537%,2025-12-31T01:26:43.582Z,26.20790095259291%
2025-12-30T23:46:43.586Z,22.79798605085808%,2025-12-31T01:36:43.586Z,26.3560853717271%
2025-12-30T23:56:43.588Z,23.625170194862466%,2025-12-31T01:46:43.588Z,27.076982030056723%
2025-12-31T00:06:43.589Z,23.263313534359472%,2025-12-31T01:56:43.589Z,26.7015806064274%
2025-12-31T00:16:43.593Z,24.26188763886583%,2025-12-31T02:06:43.593Z,25.97112397548131%
2025-12-31T00:26:43.595Z,23.008693387886563%,2025-12-31T02:16:43.595Z,24.236346650132965%
2025-12-31T00:36:43.598Z,23.1636524593697%,2025-12-31T02:26:43.598Z,24.321530494978756%
2025-12-31T00:46:43.601Z,22.5977605867521%,2025-12-31T02:36:43.601Z,23.693782658725315%
2025-12-31T00:56:43.602Z,23.53879224736512%,2025-12-31T02:46:43.602Z,24.16339543589402%
2025-12-31T01:06:43.605Z,23.277987170550382%,2025-12-31T02:56:43.605Z,23.5983083480889%
2025-12-31T01:16:43.607Z,22.43953260877753%,2025-12-31T03:06:43.607Z,21.167015484311573%
2025-12-31T01:26:43.610Z,21.121845976405815%,2025-12-31T03:16:43.610Z,20.245727331360435%
2025-12-31T01:36:43.612Z,21.21511859783975%,2025-12-31T03:26:43.612Z,20.142760168788804%
2025-12-31T01:46:43.615Z,19.95533721489177%,2025-12-31T03:36:43.615Z,19.00790253526205%
2025-12-31T01:56:43.618Z,21.34776509159318%,2025-12-31T03:46:43.618Z,19.859053443864326%
2025-12-31T02:06:43.621Z,19.124944289536465%,2025-12-31T03:56:43.621Z,18.155116616470053%
2025-12-31T02:16:43.623Z,15.762357300182083%,2025-12-31T04:06:43.623Z,17.02245674628199%
2025-12-31T02:26:43.626Z,16.38359079065765%,2025-12-31T04:16:43.626Z,17.447353737796867%
2025-12-31T02:36:43.628Z,16.351921712840618%,2025-12-31T04:26:43.628Z,17.808689614779453%
2025-12-31T02:46:43.630Z,16.223778948595513%,2025-12-31T04:36:43.630Z,17.257702149840494%
2025-12-31T02:56:43.633Z,15.380169762243534%,2025-12-31T04:46:43.633Z,16.47706722581153%
2025-12-31T03:06:43.636Z,14.608257204750153%,2025-12-31T04:56:43.636Z,15.949684161631072%
2025-12-31T03:16:43.637Z,12.966462582065008%,2025-12-31T05:06:43.637Z,15.915304495886767%
2025-12-31T03:26:43.641Z,12.330664308276079%,2025-12-31T05:16:43.641Z,15.088492769529937%
2025-12-31T03:36:43.642Z,11.971052288469064%,2025-12-31T05:26:43.642Z,15.927015914252118%
2025-12-31T03:46:43.645Z,2.48828567795461%,2025-12-31T05:36:43.645Z,28.098099597525227%
2025-12-31T03:56:43.646Z,1.3600741308784692%,2025-12-31T05:46:43.646Z,26.944564222605717%
2025-12-31T04:06:43.648Z,1.7998560083522464%,2025-12-31T05:56:43.648Z,28.046812146305776%
2025-12-31T04:16:43.651Z,6.011899664382669%,2025-12-31T06:06:43.651Z,22.85228424153468%
2025-12-31T04:26:43.655Z,6.1355234227615405%,2025-12-31T06:16:43.655Z,23.078315059771995%
2025-12-31T04:36:43.657Z,6.055566846847488%,2025-12-31T06:26:43.657Z,22.98483014486231%
2025-12-31T04:46:43.659Z,6.606757076990966%,2025-12-31T06:36:43.659Z,23.582070791893504%
2025-12-31T04:56:43.660Z,6.254908107060247%,2025-12-31T06:46:43.660Z,23.432294910484146%
2025-12-31T05:06:43.662Z,5.996469684829392%,2025-12-31T06:56:43.662Z,23.34227067540396%
2025-12-31T05:16:43.664Z,7.23765436112317%,2025-12-31T07:06:43.664Z,20.64667371056946%
2025-12-31T05:26:43.666Z,6.696249959165279%,2025-12-31T07:16:43.666Z,19.927112501926374%
2025-12-31T05:36:43.668Z,8.048606783014145%,2025-12-31T07:26:43.668Z,20.817383220219803%
2025-12-31T05:46:43.669Z,6.661603638681823%,2025-12-31T07:36:43.669Z,19.671648395967384%
2025-12-31T05:56:43.670Z,7.285833358367283%,2025-12-31T07:46:43.670Z,20.233355364764737%
2025-12-31T06:06:43.673Z,7.036850092333591%,2025-12-31T07:56:43.673Z,19.870740285736037%
2025-12-31T06:16:43.677Z,3.982661811752436%,2025-12-31T08:06:43.677Z,21.725709481707757%
2025-12-31T06:26:43.680Z,4.365362601387557%,2025-12-31T08:16:43.680Z,21.92653225958163%
2025-12-31T06:36:43.681Z,4.295583762499922%,2025-12-31T08:26:43.681Z,21.958190157060123%
2025-12-31T06:46:43.683Z,3.029521477690272%,2025-12-31T08:36:43.683Z,21.146476459706008%
2025-12-31T06:56:43.686Z,3.0648302768036984%,2025-12-31T08:46:43.686Z,21.19372673427961%
2025-12-31T07:06:43.689Z,2.437167813217822%,2025-12-31T08:56:43.689Z,20.928207027605456%
2025-12-31T07:16:43.691Z,0.0%,2025-12-31T09:06:43.691Z,0.7250434264428562%
2025-12-31T07:26:43.692Z,0.0%,2025-12-31T09:16:43.692Z,0.6756429062940161%
2025-12-31T07:36:43.694Z,0.0%,2025-12-31T09:26:43.694Z,0.15421197889672889%
2025-12-31T07:46:43.696Z,0.0%,2025-12-31T09:36:43.696Z,0.0%
2025-12-31T07:56:43.699Z,0.0%,2025-12-31T09:46:43.699Z,0.48119525849146805%
2025-12-31T08:06:43.701Z,0.0%,2025-12-31T09:56:43.701Z,0.0%
2025-12-31T08:16:43.703Z,0.0%,2025-12-31T10:06:43.703Z,15.07541724362481%
2025-12-31T08:26:43.704Z,0.0%,2025-12-31T10:16:43.704Z,14.770142571118267%
2025-12-31T08:36:43.707Z,0.0%,2025-12-31T10:26:43.707Z,14.581622476959888%
2025-12-31T08:45:47.032Z,0.0%,2025-12-31T10:35:47.032Z,0.0%
2025-12-31T08:46:43.734Z,0.0%,2025-12-31T10:36:43.734Z,0.0%
2025-12-31T08:56:43.731Z,0.0%,2025-12-31T10:46:43.731Z,0.0%
2025-12-31T09:01:49.100Z,0.0%,2025-12-31T10:51:49.100Z,7.046862484043021%
2025-12-31T09:01:49.157Z,0.0%,2025-12-31T10:51:49.157Z,7.046862484043021%
2025-12-31T09:06:43.734Z,0.0%,2025-12-31T10:56:43.734Z,7.7578421607166215%
2025-12-31T09:16:43.738Z,8.404258557626227%,2025-12-31T11:06:43.738Z,17.13206125208371%
2025-12-31T09:16:50.504Z,8.404258557626227%,2025-12-31T11:06:50.504Z,17.13206125208371%
2025-12-31T09:26:43.834Z,7.64218129886522%,2025-12-31T11:16:43.834Z,16.657732649592248%
2025-12-31T09:31:52.564Z,8.215010573403964%,2025-12-31T11:21:52.564Z,16.811554035116842%
2025-12-31T09:36:43.744Z,8.248907869920375%,2025-12-31T11:26:43.744Z,16.92943742788435%
2025-12-31T09:46:43.747Z,9.270207497870608%,2025-12-31T11:36:43.747Z,18.270030675490727%
2025-12-31T09:46:54.875Z,9.270207497870608%,2025-12-31T11:36:54.875Z,18.270030675490727%
2025-12-31T09:56:43.749Z,9.688851931062924%,2025-12-31T11:46:43.749Z,18.645817651645157%
2025-12-31T10:01:57.001Z,9.8667056237989%,2025-12-31T11:51:57.001Z,18.61749959691325%
2025-12-31T10:06:43.752Z,9.849458989477993%,2025-12-31T11:56:43.752Z,18.51948790598924%
2025-12-31T10:16:43.754Z,21.98875597791088%,2025-12-31T12:06:43.754Z,31.598326969156567%
2025-12-31T10:17:59.192Z,22.002416450914755%,2025-12-31T12:07:59.192Z,31.627604066785043%
2025-12-31T10:26:43.757Z,22.1620624666789%,2025-12-31T12:16:43.757Z,31.253589168002815%
2025-12-31T10:33:01.021Z,22.564119906725185%,2025-12-31T12:23:01.021Z,32.00821241466218%
2025-12-31T10:36:43.758Z,22.578784369227538%,2025-12-31T12:26:43.758Z,32.036097324033896%
2025-12-31T10:46:43.761Z,22.820648957184225%,2025-12-31T12:36:43.761Z,31.895156326280716%
2025-12-31T10:48:03.068Z,22.782574504461785%,2025-12-31T12:38:03.068Z,31.77819984875741%
2025-12-31T10:56:43.764Z,22.85635339941431%,2025-12-31T12:46:43.764Z,31.677942281300087%
2025-12-31T11:03:04.762Z,23.090329843725822%,2025-12-31T12:53:04.762Z,32.21242322880149%
2025-12-31T11:06:43.767Z,23.03064358813379%,2025-12-31T12:56:43.767Z,32.01763596808467%
2025-12-31T11:16:43.770Z,25.67831377314902%,2025-12-31T13:06:43.770Z,34.697154596444676%
2025-12-31T11:18:06.749Z,25.70480483926%,2025-12-31T13:08:06.749Z,34.85259193239746%
2025-12-31T11:26:43.774Z,25.73875227965966%,2025-12-31T13:16:43.774Z,34.437679401884665%
2025-12-31T11:33:08.918Z,25.766425778761782%,2025-12-31T13:23:08.918Z,34.252090882119205%
2025-12-31T11:36:43.778Z,25.779580052208644%,2025-12-31T13:26:43.778Z,34.32466369857094%
2025-12-31T11:46:43.782Z,25.869528410675557%,2025-12-31T13:36:43.782Z,34.48098241285874%
2025-12-31T11:49:11.083Z,25.832336899739055%,2025-12-31T13:39:11.083Z,34.18835203140523%
2025-12-31T11:56:43.782Z,25.446959623652443%,2025-12-31T13:46:43.782Z,33.12901965761923%
2025-12-31T12:04:12.807Z,25.079843205478834%,2025-12-31T13:54:12.807Z,33.094392327226075%
2025-12-31T12:06:43.784Z,25.09038941081504%,2025-12-31T13:56:43.784Z,33.10331324538821%
2025-12-31T12:16:43.805Z,29.544402200012204%,2025-12-31T14:06:43.805Z,33.81314530516933%
2025-12-31T12:19:14.406Z,29.53044005039066%,2025-12-31T14:09:14.406Z,33.7877041674044%
2025-12-31T12:26:43.853Z,28.721885289017056%,2025-12-31T14:16:43.853Z,32.957908173377696%
2025-12-31T12:34:16.368Z,28.903215707193137%,2025-12-31T14:24:16.368Z,33.01512178850411%
2025-12-31T12:36:43.844Z,28.907741669313314%,2025-12-31T14:26:43.844Z,33.01500889855652%
2025-12-31T12:46:43.847Z,28.952791820134372%,2025-12-31T14:36:43.847Z,32.96425165823309%
2025-12-31T12:49:18.480Z,28.87890877839412%,2025-12-31T14:39:18.480Z,32.82962563756008%
2025-12-31T12:56:43.849Z,28.921873070230497%,2025-12-31T14:46:43.849Z,32.747265152851426%
2025-12-31T13:04:20.923Z,28.514090691740098%,2025-12-31T14:54:20.923Z,32.22039248763278%
2025-12-31T13:06:43.960Z,28.523398791486354%,2025-12-31T14:56:43.960Z,32.23735324614256%
2025-12-31T13:16:43.855Z,30.53530823016703%,2025-12-31T15:06:43.855Z,30.759696245780034%
2025-12-31T13:20:23.005Z,30.064198666462783%,2025-12-31T15:10:23.005Z,29.895030791109395%
2025-12-31T13:26:43.859Z,30.0315545843428%,2025-12-31T15:16:43.859Z,29.798071631426538%
2025-12-31T13:35:25.128Z,29.683056412819695%,2025-12-31T15:25:25.128Z,29.051136393776723%
2025-12-31T13:36:43.862Z,29.681086791325395%,2025-12-31T15:26:43.862Z,29.045990661540362%
2025-12-31T13:46:43.864Z,29.532284627681015%,2025-12-31T15:36:43.864Z,29.232478198258793%
2025-12-31T13:50:27.204Z,29.333357824012552%,2025-12-31T15:40:27.204Z,28.674868314992715%
2025-12-31T13:50:27.255Z,29.202796077626093%,2025-12-31T15:40:27.255Z,28.251449388545165%
2025-12-31T13:56:43.867Z,29.23148111476384%,2025-12-31T15:46:43.867Z,28.298832967584442%
2025-12-31T14:05:29.139Z,28.933710627891674%,2025-12-31T15:55:29.139Z,27.774489209870957%
2025-12-31T14:06:43.871Z,28.9652245717745%,2025-12-31T15:56:43.871Z,27.85682092564737%
2025-12-31T14:16:43.887Z,27.563371822388778%,2025-12-31T16:06:43.887Z,25.63872590637%
2025-12-31T14:20:31.425Z,27.419319992198034%,2025-12-31T16:10:31.425Z,25.038002063547427%
2025-12-31T14:20:31.536Z,27.419319992198034%,2025-12-31T16:10:31.536Z,25.038002063547427%
2025-12-31T14:26:43.878Z,27.447017583144472%,2025-12-31T16:16:43.878Z,25.069518680175378%
2025-12-31T14:36:33.859Z,27.288922055491504%,2025-12-31T16:26:33.859Z,24.73339094123436%
2025-12-31T14:36:43.880Z,27.288922055491504%,2025-12-31T16:26:43.880Z,24.73339094123436%
2025-12-31T14:46:43.882Z,27.069858276586483%,2025-12-31T16:36:43.882Z,24.32314760811077%
2025-12-31T14:56:43.884Z,27.305400572219547%,2025-12-31T16:46:43.884Z,24.721992582209023%
2025-12-31T15:06:43.885Z,26.842758208876234%,2025-12-31T16:56:43.885Z,23.97319355082996%
2025-12-31T15:16:43.888Z,25.095617923953007%,2025-12-31T17:06:43.888Z,23.41690027413573%
2025-12-31T15:26:43.892Z,24.680509233151625%,2025-12-31T17:16:43.892Z,23.357604749118185%
2025-12-31T15:36:43.900Z,24.56676188915828%,2025-12-31T17:26:43.900Z,23.45889935907534%
2025-12-31T15:46:43.901Z,24.232870746299405%,2025-12-31T17:36:43.901Z,23.278099905680893%
2025-12-31T15:56:43.904Z,24.34292232621248%,2025-12-31T17:46:43.904Z,23.67654773630539%
2025-12-31T16:06:43.906Z,24.070535399304692%,2025-12-31T17:56:43.906Z,23.42247770716024%
2025-12-31T16:13:52.473Z,23.571105881482534%,2025-12-31T18:03:52.473Z,23.28558493441776%
2025-12-31T16:16:43.909Z,23.6627528703893%,2025-12-31T18:06:43.909Z,22.39915171575469%
2025-12-31T16:26:43.913Z,23.50282896519233%,2025-12-31T18:16:43.913Z,22.270555125660227%
2025-12-31T16:36:43.915Z,23.34764611625405%,2025-12-31T18:26:43.915Z,22.241597006729606%
2025-12-31T16:46:43.918Z,23.43959094307825%,2025-12-31T18:36:43.918Z,22.159317593113403%
2025-12-31T16:56:43.921Z,23.764795877671748%,2025-12-31T18:46:43.921Z,22.558885737202854%
2025-12-31T17:04:02.804Z,23.482986219210908%,2025-12-31T18:54:02.804Z,22.413459583672488%
2025-12-31T17:06:43.922Z,23.488623486159916%,2025-12-31T18:56:43.922Z,22.41823413586681%
2025-12-31T17:16:43.925Z,23.829834329009504%,2025-12-31T19:06:43.925Z,22.28827652382477%
2025-12-31T17:19:04.833Z,23.120696636992015%,2025-12-31T19:09:04.833Z,21.223601666145086%
2025-12-31T17:20:04.885Z,23.389885048021124%,2025-12-31T19:10:04.885Z,21.602205195341124%
2025-12-31T17:26:43.928Z,23.3441032622379%,2025-12-31T19:16:43.928Z,21.581261277419603%
2025-12-31T17:35:07.126Z,23.210483717528206%,2025-12-31T19:25:07.126Z,21.76203388572308%
2025-12-31T17:36:43.931Z,23.2398360566738%,2025-12-31T19:26:43.931Z,21.775812032927277%
2025-12-31T17:46:43.940Z,22.80284134150598%,2025-12-31T19:36:43.940Z,21.601641446476062%
2025-12-31T17:50:09.121Z,23.67976053911484%,2025-12-31T19:40:09.121Z,22.259132390508928%
2025-12-31T17:56:43.935Z,23.754620927632793%,2025-12-31T19:46:43.935Z,22.30676758949666%
